음식점명,업종정보,서비스명
두마리찜닭 두찜 중리점,한식,일반음식점
신할매닭발 한남대점,야식,일반음식점
닭발1번지 중리점,야식,일반음식점
동네횟집,일식,일반음식점
성운냄비쪽갈비,한식,일반음식점
거북선 회포차 +세꼬시,일식,일반음식점
계동치킨 중리점,치킨,일반음식점
계동치킨 용전점,치킨,일반음식점
열도분식 스시+수제돈가츠 대전1호점,일식,일반음식점
푸라닭 중리점,치킨,일반음식점
형이랑아우랑,한식,일반음식점
주먹구이와홍탁,한식,일반음식점
송주 불냉면 중리점,한식,일반음식점
짠주네 닭도리탕,야식,일반음식점
명인통닭 대전중리점,치킨,일반음식점
스물넷카페,카페·디저트,휴게음식점
청양골,한식,일반음식점
웰덤치킨+버거 대전중리한남점,치킨,일반음식점
엄마손간장게장 고등어구이,한식,일반음식점
역전할머니맥주 대전중리점,야식,일반음식점
먹고합시다,한식,일반음식점
골방속고장난시계식당,카페·디저트,휴게음식점
꼬치야양고기전문점,일식,일반음식점
방자전,한식,일반음식점
치킨신드롬 중리법동점,치킨,일반음식점
육회집 연어집,일식,일반음식점
충만치킨 중리점,치킨,일반음식점
명품훔친뒷고기,한식,일반음식점
태안반도포항물회,일식,일반음식점
유성즉석떡볶이 중리점,분식,휴게음식점
다달떡볶이,분식,휴게음식점
대동육회포차,한식,일반음식점
THE해장 중리점,한식,일반음식점
더해장 중리점,한식,일반음식점
유가옥 설렁탕 본점,한식,일반음식점
송담추어탕 대전중리점,한식,일반음식점
온고을콩나물국밥 2호점,한식,일반음식점
온고을콩나물국밥식당,한식,일반음식점
스트리트203커피,카페·디저트,휴게음식점
오문창순대국밥,한식,일반음식점
은혜식당,한식,일반음식점
부산회수산,한식,일반음식점
히로스카츠,일식,일반음식점
실미도회포차,일식,일반음식점
히로스,일식,일반음식점
히로스파스타,양식,일반음식점
이름없는가게,한식,일반음식점
황금식당,한식,일반음식점
엄가네 구이골,한식,일반음식점
생태나라,한식,일반음식점
진미정식,한식,일반음식점
수원갈비찜 대덕점,한식,일반음식점
엄마네 점빵 국물떡볶이,분식,휴게음식점
맥도날드 대전한남대DT점,패스트푸드,일반음식점
레브,카페·디저트,휴게음식점
맛뜨락 중리점,한식,일반음식점
진진바라,기타,일반음식점
직화삼겹 고사돈 중리점,한식,일반음식점
혹시 혼자세요 .혼밥 중리점,한식,일반음식점
해바라기국시,한식,일반음식점
고프지,한식,일반음식점
고프지분식,한식,일반음식점
카페 비아235,카페·디저트,휴게음식점
배불뚝이피자앤치킨,치킨,일반음식점
배불뚝이 생 돈까스,일식,일반음식점
더원막창중리본점,한식,일반음식점
The 원막창 본점,한식,일반음식점
불맛 홍짬뽕,중식,일반음식점
응급실국물떡볶이 대전한남대점,분식,휴게음식점
국가대표 대전중리점,한식,일반음식점
고미당떡볶이,분식,휴게음식점
할미국밥+냉면,한식,일반음식점
피자베이 대전2호점,양식,일반음식점
백록담숯불바베큐치킨 중리점,치킨,일반음식점
우리동네닭볶음탕+찜,한식,일반음식점
박상미수제돈까스+냉면 한남대점,일식,일반음식점
김대감한우설렁탕 한남대점,한식,일반음식점
지랄떡볶이 한남대점,분식,휴게음식점
냉전시대 한남대점,한식,일반음식점
cafe 온,카페·디저트,휴게음식점
고고짬뽕,중식,일반음식점
고고짬뽕딜리버리,중식,일반음식점
와요닭강정,치킨,일반음식점
마약양꼬치 대전7호점,중식,일반음식점
소영이네막창뒷고기,한식,일반음식점
맛태 갈비와고기 전문점,한식,일반음식점
맛태 명품김치찌개 찜,한식,일반음식점
나음명품도시락,한식,일반음식점
오야네새우곱창,야식,일반음식점
이배달마약삼겹떡볶이(대전1호한남대점),분식,휴게음식점
오야네 새우트럭,양식,일반음식점
대한마라탕,아시안,일반음식점
맛태 명품김치찌개 찜,한식,일반음식점
장수냉면+갈비탕,분식,휴게음식점
나음명품김치찌개전문점,한식,일반음식점
맛태 명품도시락,한식,일반음식점
까투리 사랑점,일식,일반음식점
반가워요 오늘,카페·디저트,휴게음식점
반가워요오늘,카페·디저트,휴게음식점
반찬전문점 오레시피 한남대점,한식,일반음식점
카페꼬리별,카페·디저트,휴게음식점
공룡닭발 한남대점,야식,일반음식점
야곱야곱 한남대점,야식,일반음식점
하나도시락 본점,한식,일반음식점
오늘도 족크,한식,일반음식점
멕시카나 중리점,치킨,일반음식점
카페 폼,카페·디저트,휴게음식점
아줌마김밥 용전점,분식,휴게음식점
조니커피,카페·디저트,휴게음식점
큰통치킨 한남대점,치킨,일반음식점
김밥천국 중리점,분식,휴게음식점
달려라생삼겹,한식,일반음식점
달자네바지락칼국수,한식,일반음식점
페리카나 용전점,치킨,일반음식점
심봉사도로케 한남대점,패스트푸드,일반음식점
떡볶킹스,분식,휴게음식점
피자나라치킨공주 대전중리점,양식,일반음식점
와플칸 한남대점,카페·디저트,휴게음식점
명인각,중식,일반음식점
던킨 한남대점,카페·디저트,휴게음식점
우리할매떡볶이,분식,휴게음식점
야 숯불치킨,치킨,일반음식점
충성피자,양식,일반음식점
충성치킨,치킨,일반음식점
옥이네 김치찌개와 직화삼겹 한남대점,한식,일반음식점
피자헛 대전한남점,양식,일반음식점
미스터샌드위치,양식,일반음식점
미스터 샌드위치,카페·디저트,휴게음식점
베르다코 피자,양식,일반음식점
베르다코 떡볶이+피자,분식,휴게음식점
베르다코 피자,양식,일반음식점
청춘파스타,양식,일반음식점
통영통큰돼지국밥 한남대점,한식,일반음식점
순살의민족용전점,치킨,일반음식점
본점장충왕족발보쌈대덕구점,한식,일반음식점
지호카레,일식,일반음식점
샤르르,카페·디저트,휴게음식점
갈비가집으로,한식,일반음식점
마몽로제떡볶이 중리점,분식,휴게음식점
갓잡은 육회+연어 대전중리점,일식,일반음식점
꿀육회,한식,일반음식점
1인전용 김치찜 대전중리점,한식,일반음식점
회뜨는포차,일식,일반음식점
풍년고깃집,한식,일반음식점
밥상마루,한식,일반음식점
어가+갈치조림전문점,한식,일반음식점
피자꾼,양식,일반음식점
피자꾼 대덕중리점,양식,일반음식점
용궁,한식,일반음식점
신김밥천국 중리점,분식,휴게음식점
벌크커피 중리점,카페·디저트,휴게음식점
만나숯불구이,한식,일반음식점
해물과고기 대덕점,한식,일반음식점
해물과고기,한식,일반음식점
햇잎갈비 중리점,한식,일반음식점
선비꼬마김밥중리점,분식,휴게음식점
하선생생물짬뽕 본점,중식,일반음식점
비에이치씨 중리점,치킨,일반음식점
하늘소,한식,일반음식점
두루감자탕+매운등갈비찜,한식,일반음식점
홍일점,중식,일반음식점
옛사랑막국수,한식,일반음식점
골목대패,한식,일반음식점
연화네,한식,일반음식점
영화막창,한식,일반음식점
숯향족발본점,한식,일반음식점
하이롱꼬마김밥 중리점,분식,휴게음식점
진심만두,분식,휴게음식점
푸른바다,한식,일반음식점
김밥천국 중리시장점,분식,휴게음식점
대풍상회,일식,일반음식점
고향만두식당,한식,일반음식점
피자마루 중리법동점,양식,일반음식점
빽다방대전중리점,카페·디저트,휴게음식점
또또순대족발,한식,일반음식점
돈추,분식,휴게음식점
민가네순대,한식,일반음식점
중리시장 오떡,분식,휴게음식점
엄마족발순대,한식,일반음식점
땅스부대찌개 대전중리시장점,한식,일반음식점
등뼈감자탕+등갈비,한식,일반음식점
유성잔치집,한식,일반음식점
오늘의닭,한식,일반음식점
오감떡볶이,분식,휴게음식점
불티나만두찐빵,분식,휴게음식점
논산닭집,한식,일반음식점
형제횟집,한식,일반음식점
형제수산,일식,일반음식점
자연산형제횟집 수제물회+모듬회 전문점,일식,일반음식점
박가네 얼음냉면 + 숯불고기,분식,휴게음식점
냉면장인 임사부 + 숯불구이,한식,일반음식점
한가네치킨바로튀닭,치킨,일반음식점
카페공사이,카페·디저트,휴게음식점
카페042,카페·디저트,휴게음식점
정든 왕족발보쌈,한식,일반음식점
정든장충동왕족발보쌈,한식,일반음식점
이삭토스트 중리점,패스트푸드,일반음식점
순심이네분식 본점,분식,휴게음식점
순심이네분식,분식,휴게음식점
우리분식,분식,휴게음식점
순봉홍두깨손칼국수,한식,일반음식점
콩 앤 낙지,한식,일반음식점
콩+낙지,한식,일반음식점
태양식당,한식,일반음식점
두리곱창,한식,일반음식점
코리엔탈깻잎두마리치킨 중리점,치킨,일반음식점
청국장백반,한식,일반음식점
착한벌교꼬막짬뽕집,중식,일반음식점
그시절33조각옛날치킨,치킨,일반음식점
미쿡돈까스,일식,일반음식점
33조각 옛날치킨 중리점,치킨,일반음식점
한밭골 숯불고기냉면,한식,일반음식점
남원식당,한식,일반음식점
강남숯불갈비,한식,일반음식점
중리수제돈까스 본점,일식,일반음식점
은혜반찬,한식,일반음식점
동민이네수제튀김,분식,휴게음식점
횡재한방오리,한식,일반음식점
안주 나주나,야식,일반음식점
장패 중리점,한식,일반음식점
중리로63,카페·디저트,휴게음식점
희래등,중식,일반음식점
이모손칼국수떡만두국,한식,일반음식점
도란도란,카페·디저트,휴게음식점
중리회관,한식,일반음식점
무진장가마솥생삼겹살,한식,일반음식점
츠판도리 중리점,한식,일반음식점
김밥신화,분식,휴게음식점
몽헤브 디저트카페,카페·디저트,휴게음식점
참치정육점 중리점,일식,일반음식점
아우토반,한식,일반음식점
춘세흑돼지,한식,일반음식점
교촌치킨 법동점,치킨,일반음식점
남원식당,한식,일반음식점
착한맛집,분식,휴게음식점
황기왕짬뽕전문점,중식,일반음식점
글레이즌 크로플,패스트푸드,일반음식점
맘스떡볶이,분식,휴게음식점
동해야 양푼이동태찌개,한식,일반음식점
중국집,중식,일반음식점
중국집앤하오치서울칡냉면,중식,일반음식점
또봉이통닭,치킨,일반음식점
친구네라이브,한식,일반음식점
미미카츠 대전중리점,일식,일반음식점
모아25시식당,한식,일반음식점
하정식당,한식,일반음식점
까꿍이소곱창 중리점,한식,일반음식점
온가쿠 참치,일식,일반음식점
정구보쌈족가네,한식,일반음식점
맛나칼국수,한식,일반음식점
신불닭,한식,일반음식점
꽃돼지와미운오리,한식,일반음식점
황금분식,분식,휴게음식점
고기는먹고다니니,한식,일반음식점
중리회포차,일식,일반음식점
가자조개전골,한식,일반음식점
청수네김밥천국,분식,휴게음식점
장어나라,한식,일반음식점
황가네꼼장어닭발참숯구이 대전점,한식,일반음식점
